PRIM
675 : 4712.7891512306005 ; 4713.982421105484 ; 4686.360576466209 ; 4703.8463347556935 ; 4707.962498823219 ; 4692.203641958861 ; 4699.879458246944 ; 4706.5459048063285 ; 4681.473339128123 ; 4703.017990635482 ; 
700 : 4862.863166912047 ; 4859.795323758226 ; 4876.617104019797 ; 4880.7921088303665 ; 4864.356468838864 ; 4870.180363656728 ; 4869.358247280681 ; 4864.161294481178 ; 4869.437315266639 ; 4853.0074196925325 ; 
725 : 5026.024336888687 ; 5021.471174823589 ; 5029.911765885347 ; 5030.250440190198 ; 5017.583371785653 ; 5014.703924479066 ; 5020.983561455891 ; 5053.181494607824 ; 5031.637845902751 ; 5026.5540683596755 ; 
750 : 5208.040722129881 ; 5204.405782959401 ; 5200.700924683368 ; 5207.573423737296 ; 5205.578631906722 ; 5198.101295803519 ; 5207.734449216061 ; 5201.428838050727 ; 5191.940628754372 ; 5212.116956405483 ; 
775 : 5348.960176415042 ; 5351.720353756675 ; 5369.057962446428 ; 5333.923665834493 ; 5379.469422061671 ; 5358.193188503017 ; 5376.704764937973 ; 5355.181425949333 ; 5367.872302040859 ; 5369.373893192328 ; 
800 : 5542.9906163303895 ; 5539.817751948209 ; 5533.512725439177 ; 5527.98131484212 ; 5529.9974907208325 ; 5532.007980991821 ; 5526.537594505395 ; 5543.960929002337 ; 5514.084931298643 ; 5537.397648814837 ; 
825 : 5693.789526154164 ; 5695.823446375122 ; 5700.827246583981 ; 5691.236263378706 ; 5685.935199511126 ; 5700.644617470893 ; 5702.532928636172 ; 5701.936482268475 ; 5692.162497585085 ; 5708.52701230725 ; 
850 : 5843.984158878318 ; 5875.681684016688 ; 5856.676895987434 ; 5856.990843670493 ; 5878.609757586046 ; 5862.085706585828 ; 5869.047942790004 ; 5857.9493590181055 ; 5861.143366595735 ; 5870.052960212246 ; 
875 : 6063.292652297618 ; 6038.674515865054 ; 6007.9588855528 ; 6008.532408225836 ; 6034.936377618076 ; 6024.5736649719665 ; 6020.271910526435 ; 6040.234485696121 ; 6010.215026786627 ; 6030.922430385733 ; 
900 : 6209.994266633893 ; 6187.219519211593 ; 6199.066556188125 ; 6194.701039370951 ; 6190.452773931453 ; 6210.17049490655 ; 6201.887590774098 ; 6196.945674969216 ; 6196.128865670062 ; 6188.047286742339 ; 
925 : 6347.665805137443 ; 6344.601994019098 ; 6350.811349978155 ; 6337.835316069813 ; 6366.68765877143 ; 6373.163414942258 ; 6362.188185780032 ; 6347.111050130893 ; 6364.320776597974 ; 6369.7115037519725 ; 
950 : 6533.072095411647 ; 6526.860515631896 ; 6529.032147312453 ; 6518.498332758305 ; 6536.91564987044 ; 6530.759090140283 ; 
