100 :1.091360799903571 ;0.00038886070251464844 ;423 ;331 ;92 ;4950 ;
100 :0.955324242882759 ;0.0003311634063720703 ;366 ;274 ;92 ;4950 ;
100 :2.643091298517414 ;0.00045680999755859375 ;584 ;492 ;92 ;4950 ;
100 :0.18562919866836586 ;0.00038433074951171875 ;456 ;364 ;92 ;4950 ;
100 :1.8444584760455653 ;0.00037860870361328125 ;486 ;394 ;92 ;4950 ;
100 :1.4709881668025855 ;0.00036787986755371094 ;463 ;371 ;92 ;4950 ;
100 :1.2513564508710697 ;0.0003654956817626953 ;454 ;362 ;92 ;4950 ;
100 :2.0797812908666518 ;0.00038886070251464844 ;457 ;365 ;92 ;4950 ;
100 :0.1706699133559233 ;0.00030994415283203125 ;341 ;249 ;92 ;4950 ;
100 :0.5574154048186795 ;0.0003554821014404297 ;430 ;338 ;92 ;4950 ;
100 :0.7687574828710619 ;0.0003631114959716797 ;446 ;354 ;92 ;4950 ;
100 :0.9842083173561288 ;0.0003762245178222656 ;446 ;354 ;92 ;4950 ;
100 :2.089994562717323 ;0.00036334991455078125 ;409 ;317 ;92 ;4950 ;
100 :0.7642389358201319 ;0.0003306865692138672 ;393 ;301 ;92 ;4950 ;
100 :2.1462134035311524 ;0.0003533363342285156 ;425 ;333 ;92 ;4950 ;
100 :0.6653740477042775 ;0.0003924369812011719 ;460 ;368 ;92 ;4950 ;
100 :1.198474936216892 ;0.00039196014404296875 ;498 ;406 ;92 ;4950 ;
100 :1.5924546219950861 ;0.0003628730773925781 ;457 ;365 ;92 ;4950 ;
100 :0.5904898200840016 ;0.0003724098205566406 ;468 ;376 ;92 ;4950 ;
100 :0.5586505768511011 ;0.00037670135498046875 ;448 ;356 ;92 ;4950 ;
100 :2.473239947892915 ;0.0003898143768310547 ;427 ;335 ;92 ;4950 ;
100 :1.6653654905892707 ;0.00037550926208496094 ;439 ;347 ;92 ;4950 ;
100 :2.3320356840174945 ;0.0004324913024902344 ;527 ;435 ;92 ;4950 ;
100 :0.5284005217379713 ;0.0003829002380371094 ;370 ;278 ;92 ;4950 ;
100 :0.927199929571418 ;0.0003437995910644531 ;416 ;324 ;92 ;4950 ;
100 :1.023642635956696 ;0.0003247261047363281 ;376 ;284 ;92 ;4950 ;
100 :1.714780015982199 ;0.0003311634063720703 ;386 ;294 ;92 ;4950 ;
100 :1.0989936748727378 ;0.0003635883331298828 ;452 ;360 ;92 ;4950 ;
100 :0.9431763143575943 ;0.0004899501800537109 ;404 ;312 ;92 ;4950 ;
100 :1.1497521945011018 ;0.00037789344787597656 ;460 ;368 ;92 ;4950 ;
100 :1.4893266616127208 ;0.0003337860107421875 ;378 ;286 ;92 ;4950 ;
100 :1.0360506277828518 ;0.00034928321838378906 ;413 ;321 ;92 ;4950 ;
100 :0.42076282641704305 ;0.0003285408020019531 ;381 ;289 ;92 ;4950 ;
100 :0.023441362879492608 ;0.0003352165222167969 ;389 ;297 ;92 ;4950 ;
100 :1.6492583500438347 ;0.00031185150146484375 ;306 ;214 ;92 ;4950 ;
100 :0.9763028494288751 ;0.00044918060302734375 ;472 ;380 ;92 ;4950 ;
100 :1.1463225097912741 ;0.00035762786865234375 ;434 ;342 ;92 ;4950 ;
100 :1.1093889121598588 ;0.00039315223693847656 ;399 ;307 ;92 ;4950 ;
100 :1.6167944435767503 ;0.00035953521728515625 ;432 ;340 ;92 ;4950 ;
100 :2.0126488643964593 ;0.00037407875061035156 ;424 ;332 ;92 ;4950 ;
100 :1.3815537248327638 ;0.0003910064697265625 ;474 ;382 ;92 ;4950 ;
100 :1.2174975985513754 ;0.0003211498260498047 ;373 ;281 ;92 ;4950 ;
100 :2.4920842423580254 ;0.0003936290740966797 ;468 ;376 ;92 ;4950 ;
100 :0.43938959446266623 ;0.00034999847412109375 ;424 ;332 ;92 ;4950 ;
100 :0.6418426428017788 ;0.0003638267517089844 ;409 ;317 ;92 ;4950 ;
100 :2.326440590202173 ;0.0004172325134277344 ;463 ;371 ;92 ;4950 ;
100 :2.6232533050364113 ;0.00045680999755859375 ;510 ;418 ;92 ;4950 ;
100 :1.1954419664184652 ;0.0003452301025390625 ;410 ;318 ;92 ;4950 ;
100 :1.6323935066948914 ;0.0004100799560546875 ;482 ;390 ;92 ;4950 ;
100 :1.0462845326739334 ;0.0004036426544189453 ;474 ;382 ;92 ;4950 ;
125 :1.063303524746893 ;0.0005528926849365234 ;622 ;555 ;67 ;7750 ;
125 :0.7084925762889687 ;0.000469207763671875 ;479 ;412 ;67 ;7750 ;
125 :0.927969652678012 ;0.0005044937133789062 ;582 ;515 ;67 ;7750 ;
125 :1.3317223292899352 ;0.0005519390106201172 ;631 ;564 ;67 ;7750 ;
125 :1.2228195402452284 ;0.000621795654296875 ;652 ;585 ;67 ;7750 ;
125 :1.4495050762501362 ;0.0005679130554199219 ;666 ;599 ;67 ;7750 ;
125 :1.220812737205182 ;0.0005490779876708984 ;632 ;565 ;67 ;7750 ;
125 :1.1721719633265855 ;0.0005662441253662109 ;676 ;609 ;67 ;7750 ;
125 :1.2345818509397863 ;0.000499725341796875 ;549 ;482 ;67 ;7750 ;
125 :0.8465883610288212 ;0.0005350112915039062 ;607 ;540 ;67 ;7750 ;
125 :0.6212543358721934 ;0.00043201446533203125 ;436 ;369 ;67 ;7750 ;
125 :0.8406193379658196 ;0.0005323886871337891 ;581 ;514 ;67 ;7750 ;
125 :1.2700487653073311 ;0.0005927085876464844 ;691 ;624 ;67 ;7750 ;
125 :0.517374051296854 ;0.0006108283996582031 ;607 ;540 ;67 ;7750 ;
125 :0.9420054455130041 ;0.00048232078552246094 ;552 ;485 ;67 ;7750 ;
125 :1.8063909074317503 ;0.0006494522094726562 ;658 ;591 ;67 ;7750 ;
125 :0.43435548807379115 ;0.0005090236663818359 ;553 ;486 ;67 ;7750 ;
125 :0.8483509524337209 ;0.00044345855712890625 ;483 ;416 ;67 ;7750 ;
125 :0.4781666414242009 ;0.0005939006805419922 ;720 ;653 ;67 ;7750 ;
125 :0.029346073856289782 ;0.00040221214294433594 ;405 ;338 ;67 ;7750 ;
125 :1.1311979472042744 ;0.0006108283996582031 ;713 ;646 ;67 ;7750 ;
125 :1.0043646925732512 ;0.0005140304565429688 ;578 ;511 ;67 ;7750 ;
125 :0.9701051299018195 ;0.0005085468292236328 ;594 ;527 ;67 ;7750 ;
125 :0.7540174089086442 ;0.000568389892578125 ;602 ;535 ;67 ;7750 ;
125 :0.16203061690438986 ;0.0004374980926513672 ;478 ;411 ;67 ;7750 ;
125 :1.7508510356236255 ;0.0005412101745605469 ;618 ;551 ;67 ;7750 ;
125 :0.46906099194164147 ;0.0005047321319580078 ;589 ;522 ;67 ;7750 ;
125 :1.187242721723482 ;0.0006511211395263672 ;607 ;540 ;67 ;7750 ;
125 :0.38202446167248133 ;0.000518798828125 ;618 ;551 ;67 ;7750 ;
125 :1.8942510481912052 ;0.0006864070892333984 ;629 ;562 ;67 ;7750 ;
125 :0.7293682293444864 ;0.0004994869232177734 ;560 ;493 ;67 ;7750 ;
125 :0.7462020085582843 ;0.000522613525390625 ;619 ;552 ;67 ;7750 ;
125 :0.6369849036712494 ;0.0005469322204589844 ;636 ;569 ;67 ;7750 ;
125 :0.4730710928958388 ;0.0004925727844238281 ;568 ;501 ;67 ;7750 ;
125 :1.2867734301380713 ;0.0005214214324951172 ;570 ;503 ;67 ;7750 ;
125 :0.4171169669639282 ;0.0006852149963378906 ;689 ;622 ;67 ;7750 ;
125 :1.197675088553591 ;0.0005457401275634766 ;646 ;579 ;67 ;7750 ;
125 :0.2582838955268623 ;0.0005235671997070312 ;610 ;543 ;67 ;7750 ;
125 :0.9233214392506749 ;0.0005538463592529297 ;619 ;552 ;67 ;7750 ;
125 :0.652372673400434 ;0.0005297660827636719 ;626 ;559 ;67 ;7750 ;
125 :0.6679908903871805 ;0.0004963874816894531 ;521 ;454 ;67 ;7750 ;
125 :0.5080725195226515 ;0.0005497932434082031 ;654 ;587 ;67 ;7750 ;
125 :0.6374229434792584 ;0.0005509853363037109 ;648 ;581 ;67 ;7750 ;
125 :0.49529220058214046 ;0.0005059242248535156 ;588 ;521 ;67 ;7750 ;
125 :0.3848117367859536 ;0.0005011558532714844 ;554 ;487 ;67 ;7750 ;
125 :0.39078395695522894 ;0.0005536079406738281 ;651 ;584 ;67 ;7750 ;
