100 :2.13966565033002 ;0.000431060791015625 ;429 ;337 ;92 ;4950 ;
100 :6.772213261492409 ;0.0003750324249267578 ;380 ;288 ;92 ;4950 ;
100 :2.561053327100199 ;0.00031566619873046875 ;365 ;273 ;92 ;4950 ;
100 :6.137055947821614 ;0.00037026405334472656 ;469 ;377 ;92 ;4950 ;
100 :10.878681705092886 ;0.0003724098205566406 ;472 ;380 ;92 ;4950 ;
100 :12.15347041250907 ;0.00049591064453125 ;592 ;500 ;92 ;4950 ;
100 :13.835152981876263 ;0.0004265308380126953 ;533 ;441 ;92 ;4950 ;
100 :14.537481610242875 ;0.0004525184631347656 ;503 ;411 ;92 ;4950 ;
100 :6.084274672546652 ;0.00039076805114746094 ;466 ;374 ;92 ;4950 ;
100 :2.076904747658928 ;0.0003383159637451172 ;396 ;304 ;92 ;4950 ;
100 :3.5348374749634544 ;0.0003445148468017578 ;412 ;320 ;92 ;4950 ;
100 :8.999157545221909 ;0.0004050731658935547 ;453 ;361 ;92 ;4950 ;
100 :18.234400341127717 ;0.0004508495330810547 ;559 ;467 ;92 ;4950 ;
100 :5.411651392600189 ;0.0003495216369628906 ;416 ;324 ;92 ;4950 ;
100 :3.9402013267465623 ;0.0003325939178466797 ;346 ;254 ;92 ;4950 ;
100 :10.49627874300472 ;0.00041675567626953125 ;530 ;438 ;92 ;4950 ;
100 :9.354667981356796 ;0.0003914833068847656 ;497 ;405 ;92 ;4950 ;
100 :6.403171794338286 ;0.0003657341003417969 ;441 ;349 ;92 ;4950 ;
100 :10.673656431181001 ;0.00041961669921875 ;479 ;387 ;92 ;4950 ;
100 :5.232183122555718 ;0.0004153251647949219 ;431 ;339 ;92 ;4950 ;
100 :5.0905360672442885 ;0.000293731689453125 ;321 ;229 ;92 ;4950 ;
100 :9.185670629094643 ;0.0003771781921386719 ;482 ;390 ;92 ;4950 ;
100 :8.236305364353775 ;0.00041294097900390625 ;465 ;373 ;92 ;4950 ;
100 :4.677274119555452 ;0.0004241466522216797 ;388 ;296 ;92 ;4950 ;
100 :5.796634017860821 ;0.0003142356872558594 ;362 ;270 ;92 ;4950 ;
100 :7.994049167754268 ;0.0003478527069091797 ;421 ;329 ;92 ;4950 ;
100 :4.2010203962619705 ;0.0003452301025390625 ;417 ;325 ;92 ;4950 ;
100 :4.816760713604508 ;0.00043320655822753906 ;455 ;363 ;92 ;4950 ;
100 :2.6314284879782184 ;0.0003600120544433594 ;408 ;316 ;92 ;4950 ;
100 :4.725903659823943 ;0.00037384033203125 ;465 ;373 ;92 ;4950 ;
